Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
33,"A Bueno-Pacheco, S Lima-Castro…","Adaptación al Español de la Escala de Autoeficacia General para su Uso en el Contexto Ecuatoriano",2018,"… e Avaliação Psicológica","redalyc.org","https://www.redalyc.org/journal/4596/459657523002/459657523002.pdf","https://scholar.google.com/scholar?cites=2338277609368185096&as_sdt=2005&sciodt=2007&hl=en",371,"2022-08-23 11:14:09","PDF","","","",,,,,33,8.25,11,3,4,"La autoeficacia tiene amplia relevancia en el ámbito de la psicología clínica y de la salud, puesto que puede explicar un amplio rango de comportamientos de las personas, ya que se …","https://www.redalyc.org/journal/4596/459657523002/459657523002.pdf","https://scholar.google.com/scholar?q=related:COmj1Bg7cyAJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
33,"MG Meraz, AR Palencia","Mantenimiento en la relación de pareja: construcción y validación de dos escalas",2012,"… y Evaluación-e Avaliação Psicológica","redalyc.org","https://www.redalyc.org/pdf/4596/459645438007.pdf","https://scholar.google.com/scholar?cites=6449167436155257605&as_sdt=2005&sciodt=2007&hl=en",450,"2022-08-23 11:14:09","PDF","","","",,,,,33,3.30,17,2,10,"Se construyeron y validaron dos escalas de mantenimiento en la relación social y culturalmente relevantes: la primera con el objetivo de medir aquellas características del …","https://www.redalyc.org/pdf/4596/459645438007.pdf","https://scholar.google.com/scholar?q=related:BQMNMZ0LgFkJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
33,"MV del Barrio Gándara, MÁC Ortiz…","Análisis de la estructura del cuestionario de comportamiento parental para niños (CRPBI) en población española",2007,"… -e Avaliação Psicológica","redalyc.org","https://www.redalyc.org/pdf/4596/459645447005.pdf","https://scholar.google.com/scholar?cites=7761574553933150979&as_sdt=2005&sciodt=2007&hl=en",644,"2022-08-23 11:14:09","PDF","","","",,,,,33,2.20,11,3,15,"El presente artículo estudia la dimensionalidad del inventario de conducta parental de Schaefer CRPBI (Childs Reports of Parental Behavior Inventory; Schaefer, 1965) en una …","https://www.redalyc.org/pdf/4596/459645447005.pdf","https://scholar.google.com/scholar?q=related:A3vlKO-mtmsJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
33,"SIM Da Silva, HTDAC MOREIRA…","Cancro da mama e desenvolvimento pessoal e relacional: Estudo das características psicométricas do Inventário de Desenvolvimento Pós-Traumático …",2009,"… e Avaliação Psicológica","redalyc.org","https://www.redalyc.org/pdf/4596/459645444007.pdf","https://scholar.google.com/scholar?cites=2824401009166358085&as_sdt=2005&sciodt=2007&hl=en",648,"2022-08-23 11:14:09","PDF","","","",,,,,33,2.54,11,3,13,"Actualmente, um vasto corpo empírico sugere que a exposição a situações adversas, potencialmente indutoras de uma reacção de stress inadaptativa, pode constituir-se como …","https://www.redalyc.org/pdf/4596/459645444007.pdf","https://scholar.google.com/scholar?q=related:RZad5sBJMicJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
32,"VTAT de Ourofino, D de Souza Fleith","Um estudo comparativo sobre a dupla excepcionalidade superdotação/hiperatividade",2005,"Avaliação Psicológica","redalyc.org","https://www.redalyc.org/pdf/3350/335027498008.pdf","https://scholar.google.com/scholar?cites=3065677934733652174&as_sdt=2005&sciodt=2007&hl=en",81,"2022-08-23 11:14:09","PDF","","","",,,,,32,1.88,16,2,17,"Este estudo teve como objetivo comparar alunos superdotados, hiperativos e superdotados/hiperativos em relação à criatividade, inteligência, autoconceito, déficit de atenção e …","https://www.redalyc.org/pdf/3350/335027498008.pdf","https://scholar.google.com/scholar?q=related:znCNx9Z5iyoJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
32,"AB Molina, AJR Tejada","Instrumentos de medida de actitudes hacia la sexualidad: Una revisión bibliográfica sistemática",2017,"… y Evaluación-e Avaliação Psicológica","redalyc.org","https://www.redalyc.org/journal/4596/459653371016/459653371016.pdf","https://scholar.google.com/scholar?cites=5604688173625751011&as_sdt=2005&sciodt=2007&hl=en",396,"2022-08-23 11:14:09","PDF","","","",,,,,32,6.40,16,2,5,"Las aproximaciones del estudio de las actitudes hacia la sexualidad se caracterizan por la abundancia de publicaciones basadas en distintos marcos conceptuales e instrumentos de …","https://www.redalyc.org/journal/4596/459653371016/459653371016.pdf","https://scholar.google.com/scholar?q=related:47XL8TLax00J:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
32,"R González, L Ysern, C Martorell, C Matéu…","Relaciones entre psicopatología y apego en la adolescencia",2010,"… e Avaliação Psicológica","redalyc.org","https://www.redalyc.org/pdf/4596/459645441002.pdf","https://scholar.google.com/scholar?cites=10589343955381408882&as_sdt=2005&sciodt=2007&hl=en",484,"2022-08-23 11:14:09","PDF","","","",,,,,32,2.67,6,5,12,"Los estilos de apego pueden estar relacionados con alteraciones psicopatológicas en la adolescencia. En el presente trabajo se estudió la relación entre la psicopatología y el …","https://www.redalyc.org/pdf/4596/459645441002.pdf","https://scholar.google.com/scholar?q=related:clTwADno9JIJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
31,"U do Rego Leite, L Pasquali","Estudo de validação do Inventário de Perspectiva de Tempo do Zimbardo",2008,"Avaliação Psicológica","redalyc.org","https://www.redalyc.org/pdf/3350/335027185005.pdf","https://scholar.google.com/scholar?cites=7005810191278068028&as_sdt=2005&sciodt=2007&hl=en",82,"2022-08-23 11:14:09","PDF","","","",,,,,31,2.21,16,2,14,"Two studies using Brazilian samples were conducted to contribute to the validation of the Zimbardo Time Perspective Inventory–ZTPI for Brazil. The first study worked with 1528 …","https://www.redalyc.org/pdf/3350/335027185005.pdf","https://scholar.google.com/scholar?q=related:PNHwJkCjOWEJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
31,"VV Gouveia, CA Santos, RSV Gouveia…","Escala de Investimento Corporal (BIS): evidências de sua validade fatorial e consistência interna",2008,"… psicológica","redalyc.org","https://www.redalyc.org/pdf/3350/335027183008.pdf","https://scholar.google.com/scholar?cites=3985260575546845408&as_sdt=2005&sciodt=2007&hl=en",86,"2022-08-23 11:14:09","PDF","","","",,,,,31,2.21,8,4,14,"RESUMO O objetivo do presente estudo foi adaptar uma medida de investimento corporal em uma amostra do sexo feminino. Especificamente, buscou-se conhecer evidências de …","https://www.redalyc.org/pdf/3350/335027183008.pdf","https://scholar.google.com/scholar?q=related:4KjW7mB9TjcJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
31,"R Gomes","Adaptação humana em contextos desportivos: contributos da teoria para a avaliação psicológica",2011,"Avaliação Psicológica","redalyc.org","https://www.redalyc.org/pdf/3350/335027285003.pdf","https://scholar.google.com/scholar?cites=8143772131943350232&as_sdt=2005&sciodt=2007&hl=en",89,"2022-08-23 11:14:09","PDF","","","",,,,,31,2.82,31,1,11,"Este trabalho analisa as aplicações do modelo Transaccional Cognitivo, Motivacional e Relacional de Lazarus aos contextos desportivos, nomeadamente ao estudo do confronto …","https://www.redalyc.org/pdf/3350/335027285003.pdf","https://scholar.google.com/scholar?q=related:2H81QJt9BHEJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
31,"F Poó, R Ledesma, S Montes","Rasgos de personalidad y agresión en conductores",2008,"Avaliação psicológica","redalyc.org","https://www.redalyc.org/pdf/3350/335027185002.pdf","https://scholar.google.com/scholar?cites=15272636697610903968&as_sdt=2005&sciodt=2007&hl=en",109,"2022-08-23 11:14:09","PDF","","","",,,,,31,2.21,10,3,14,"En este trabajo se analiza el estilo de conducción agresiva desde la óptica de las variables de personalidad que podrían predisponer hacia este tipo de comportamientos y explicar las …","https://www.redalyc.org/pdf/3350/335027185002.pdf","https://scholar.google.com/scholar?q=related:oGGxmChO89MJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
30,"AL Neri, AJG Barbosa, DM de Melo","Miniexame do Estado Mental: evidências de validade baseadas na estrutura interna",2017,"Avaliação psicológica","redalyc.org","https://www.redalyc.org/pdf/3350/335053541007.pdf","https://scholar.google.com/scholar?cites=17455033378413888514&as_sdt=2005&sciodt=2007&hl=en",49,"2022-08-23 11:14:09","PDF","","","",,,,,30,6.00,10,3,5,"Em razão da escassez de pesquisas que investigaram empiricamente a dimensionalidade do Miniexame do Estado Mental (MEEM), este estudo teve como objetivo obter evidências …","https://www.redalyc.org/pdf/3350/335053541007.pdf","https://scholar.google.com/scholar?q=related:AkTyfmC8PPIJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
30,"ANNB Campana, MB Campana…","Escalas para avaliação da imagem corporal nos transtornos alimentares no Brasil",2009,"… Psicológica","redalyc.org","https://www.redalyc.org/pdf/3350/335027282015.pdf","https://scholar.google.com/scholar?cites=1395480310074281465&as_sdt=2005&sciodt=2007&hl=en",83,"2022-08-23 11:14:09","PDF","","","",,,,,30,2.31,10,3,13,"As alterações da Imagem Corporal podem atuar tanto como fatores predisponentes como mantenedores dos transtornos alimentares, em especial na Anorexia e Bulimia nervosas. O …","https://www.redalyc.org/pdf/3350/335027282015.pdf","https://scholar.google.com/scholar?q=related:-Y0HzfK9XRMJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
30,"BF Damásio","Uses of exploratory factorial analysis in psychology",2012,"Avaliação Psicológica","pepsic.bvsalud.org","http://pepsic.bvsalud.org/scielo.php?pid=S1677-04712012000200007&script=sci_abstract&tlng=en","https://scholar.google.com/scholar?cites=12973641478255409945&as_sdt=2005&sciodt=2007&hl=en",85,"2022-08-23 11:14:09","","","","",,,,,30,3.00,30,1,10,"Resumo DAMASIO, Bruno Figueiredo. Uses of exploratory factorial analysis in psychology. Aval. psicol.[online]. 2012, vol. 11, n. 2, pp. 213-228. ISSN 1677-0471. Abstract Exploratory …","","https://scholar.google.com/scholar?q=related:Gfuv6i-iC7QJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
30,"F Ruiz-Juan, M Piéron…","Socialización de la actividad físico-deportiva en adultos: relación con familia, pareja y amigos",2012,"… -e Avaliação Psicológica","redalyc.org","https://www.redalyc.org/pdf/4596/459645438002.pdf","https://scholar.google.com/scholar?cites=15474139097843176058&as_sdt=2005&sciodt=2007&hl=en",536,"2022-08-23 11:14:09","PDF","","","",,,,,30,3.00,10,3,10,"El objetivo ha sido predecir el comportamiento y el nivel de actividad físicodeportiva de los adultos, según edad y sexo, a partir de las conductas de su entorno familiar, de la actitud de …","https://www.redalyc.org/pdf/4596/459645438002.pdf","https://scholar.google.com/scholar?q=related:ehLtI4Yvv9YJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
30,"RC Elisondo, DS DONOLO, FJC Berná","Evaluación de la Creatividad¿ Relaciones con inteligencia y personalidad?",2009,"… -e Avaliação Psicológica","redalyc.org","https://www.redalyc.org/pdf/4596/459645444005.pdf","https://scholar.google.com/scholar?cites=14097852836574759207&as_sdt=2005&sciodt=2007&hl=en",632,"2022-08-23 11:14:09","PDF","","","",,,,,30,2.31,10,3,13,"Presentamos una investigación cuyo objetivo es analizar las relaciones entre inteligencia y creatividad, como así también entre ésta última y personalidad. Participaron de la …","https://www.redalyc.org/pdf/4596/459645444005.pdf","https://scholar.google.com/scholar?q=related:J4nFE3aipcMJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
30,"AX Arteche, DR Bandeira","O desenho da figura humana: revisando mais de um século de controvérsias",2006,"… y Evaluación-e Avaliação Psicológica","redalyc.org","https://www.redalyc.org/pdf/4596/459645449008.pdf","https://scholar.google.com/scholar?cites=13608636163019228295&as_sdt=2005&sciodt=2007&hl=en",681,"2022-08-23 11:14:09","PDF","","","",,,,,30,1.88,15,2,16,"RESUMO O Desenho da Figura Humana (DFH) tem sido uma das técnicas mais difundidas na prática dos psicólogos, no entanto, permanece uma das mais questionadas em relação …","https://www.redalyc.org/pdf/4596/459645449008.pdf","https://scholar.google.com/scholar?q=related:h8RLFn2W27wJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
30,"D Alves, O Cruz","Reacções parentais às emoções negativas dos filhos (RPEN): um questionário de avaliação da meta-emoção parental",2011,"… avaliação psicológica: formas e contextos","repositorio-aberto.up.pt","https://repositorio-aberto.up.pt/bitstream/10216/57244/2/85358.pdf","https://scholar.google.com/scholar?cites=16354624153027083047&as_sdt=2005&sciodt=2007&hl=en",968,"2022-08-23 11:14:09","PDF","","","",,,,,30,2.73,15,2,11,"O questionário de avaliação das Reacções Parentais às Emoções Negativas (RPEN) dos filhos é a tradução e a adaptação portuguesa da Coping with Children's Negative Emotions …","https://repositorio-aberto.up.pt/bitstream/10216/57244/2/85358.pdf","https://scholar.google.com/scholar?q=related:J_szRARM9-IJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
29,"P Ely, MFO Nunes, L de Francisco Carvalho","Avaliação psicológica da depressão: levantamento de testes expressivos e autorrelato no Brasil",2014,"Avaliação Psicológica","redalyc.org","https://www.redalyc.org/pdf/3350/335037824014.pdf","https://scholar.google.com/scholar?cites=3978962842502573501&as_sdt=2005&sciodt=2007&hl=en",67,"2022-08-23 11:14:09","PDF","","","",,,,,29,3.63,10,3,8,"Este artículo revisa los instrumentos para la evaluación de la depresión como un rasgo y como estado, incluyendo las técnicas psicométricas y proyectivas. El concepto de la …","https://www.redalyc.org/pdf/3350/335037824014.pdf","https://scholar.google.com/scholar?q=related:vS3YsZ8dODcJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
29,"TMB Loricchio, JR Leite","Estresse, ansiedade, crenças de autoeficácia eo desempenho dos bacharéis em Direito",2012,"Avaliação Psicológica","redalyc.org","https://www.redalyc.org/pdf/3350/335027499005.pdf","https://scholar.google.com/scholar?cites=7062298371138115764&as_sdt=2005&sciodt=2007&hl=en",75,"2022-08-23 11:14:09","PDF","","","",,,,,29,2.90,15,2,10,"Foram avaliados os níveis de estresse, ansiedade e as crenças de autoeficácia de 237 bacharéis em Direito, em fase de preparação para ingresso na Ordem dos Advogados do …","https://www.redalyc.org/pdf/3350/335027499005.pdf","https://scholar.google.com/scholar?q=related:tNiBbfNSAmIJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
29,"N Hauck Filho, MAP Teixeira","A estrutura fatorial da Escala CES-D em estudantes universitários brasileiros",2011,"Avaliação psicológica","redalyc.org","https://www.redalyc.org/pdf/3350/335027285010.pdf","https://scholar.google.com/scholar?cites=9682762740237848149&as_sdt=2005&sciodt=2007&hl=en",76,"2022-08-23 11:14:09","PDF","","","",,,,,29,2.64,15,2,11,"RESUMO A escala Center for Epidemiologic Studies (CES-D) é um dos instrumentos mais utilizados no mundo inteiro para a avaliação da sintomatologia depressiva em diversas …","https://www.redalyc.org/pdf/3350/335027285010.pdf","https://scholar.google.com/scholar?q=related:Vc5DKGkVYIYJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
29,"FAFM de Araújo, T de Cássia Nakano…","Prevalência de depressão e ansiedade em detentos",2009,"… psicológica","redalyc.org","https://www.redalyc.org/pdf/3350/335027282010.pdf","https://scholar.google.com/scholar?cites=12185291445145117510&as_sdt=2005&sciodt=2007&hl=en",87,"2022-08-23 11:14:09","PDF","","","",,,,,29,2.23,10,3,13,"RESUMO A pesquisa tem o objetivo de investigar sintomas de depressão e ansiedade em dois grupos de presidiários (30 recém chegados ao presídio e 30 antigos). Utilizou-se um …","https://www.redalyc.org/pdf/3350/335027282010.pdf","https://scholar.google.com/scholar?q=related:RiN7SALaGqkJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
29,"AVB Bastos, SMG Gondim, JAJ de Souza…","Formação básica e profissional do psicólogo: uma análise do desempenho das IES no ENADE-2006",2011,"… Psicológica","redalyc.org","https://www.redalyc.org/pdf/3350/335027287006.pdf","https://scholar.google.com/scholar?cites=8340289047260042168&as_sdt=2005&sciodt=2007&hl=en",91,"2022-08-23 11:14:09","PDF","","","",,,,,29,2.64,7,4,11,"RESUMO O objetivo do artigo é analisar a formação em psicologia oferecida pelas Instituições de Ensino Superior brasileiras, por meio do desempenho no Exame Nacional …","https://www.redalyc.org/pdf/3350/335027287006.pdf","https://scholar.google.com/scholar?q=related:uBMEIrOovnMJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
29,"HM da Silva Veiga, L Pasquali, NIA Silva","Questionário do comportamento do motorista-QCM: Adaptação e validação para a realidade brasileira",2009,"Avaliação psicológica","redalyc.org","https://www.redalyc.org/pdf/3350/335027280005.pdf","https://scholar.google.com/scholar?cites=12072998577326567399&as_sdt=2005&sciodt=2007&hl=en",100,"2022-08-23 11:14:09","PDF","","","",,,,,29,2.23,10,3,13,"RESUMO O objetivo do presente estudo foi realizar uma adaptação do DBQ (Driver Behavior Questionnarie) para o Brasil, e verificar se a estrutura fatorial do estudo original se …","https://www.redalyc.org/pdf/3350/335027280005.pdf","https://scholar.google.com/scholar?q=related:569Ylz3oi6cJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
29,"ER Pérez, MF Delgado","Inventario de autoeficacia para el estudio: desarrollo y validación inicial",2006,"Avaliação psicológica","redalyc.org","https://www.redalyc.org/pdf/3350/335027180003.pdf","https://scholar.google.com/scholar?cites=8674858729903064871&as_sdt=2005&sciodt=2007&hl=en",103,"2022-08-23 11:14:09","PDF","","","",,,,,29,1.81,15,2,16,"Aquí describimos el desarrollo y validación inicial de un Inventario de autoeficacia para el estudio (IDAPE), basado en la teoría social-cognitiva de la autoeficacia para el aprendizaje …","https://www.redalyc.org/pdf/3350/335027180003.pdf","https://scholar.google.com/scholar?q=related:J4eRsA1KY3gJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
29,"LB Gomes, CN Bossardi, RM Cruz…","Propriedades psicométricas de instrumentos de avaliação do envolvimento paterno: revisão de literatura",2014,"… Psicológica …","dialnet.unirioja.es","https://dialnet.unirioja.es/servlet/articulo?codigo=5115044","https://scholar.google.com/scholar?cites=12004944757530978164&as_sdt=2005&sciodt=2007&hl=en",709,"2022-08-23 11:14:09","","","","",,,,,29,3.63,7,4,8,"Este estudio tuvo como objetivo identificar la descripción de las propiedades psicométricas de los instrumentos de medición de la participación paterna en los estudios científicos …","https://dialnet.unirioja.es/descarga/articulo/5115044.pdf","https://scholar.google.com/scholar?q=related:dGfS7KYhmqYJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
28,"MP Bardagi, MAP Teixeira, JD Segabinazi…","Ensino da avaliação psicológica no Brasil: Levantamento com docentes de diferentes regiões",2015,"… Psicológica","redalyc.org","https://www.redalyc.org/pdf/3350/335042986011.pdf","https://scholar.google.com/scholar?cites=15587979500713627573&as_sdt=2005&sciodt=2007&hl=en",65,"2022-08-23 11:14:09","PDF","","","",,,,,28,4.00,7,4,7,"RESUMO A avaliação psicológica é a prática do psicólogo por excelência, sendo fundamental que a formação contemple as necessidades e complexidades da atuação na …","https://www.redalyc.org/pdf/3350/335042986011.pdf","https://scholar.google.com/scholar?q=related:tU8basSgU9gJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
28,"LS Almeida, E do Nascimento, AOF Lima…","Bateria de Provas de Raciocínio (BPR-5): Estudo exploratório em alunos universitários",2010,"… Psicológica","redalyc.org","https://www.redalyc.org/pdf/3350/335027283002.pdf","https://scholar.google.com/scholar?cites=10895420941105843381&as_sdt=2005&sciodt=2007&hl=en",105,"2022-08-23 11:14:09","PDF","","","",,,,,28,2.33,7,4,12,"Este artigo descreve uma aplicação exploratória da Bateria de Provas de Raciocínio em alunos universitários. Os dados normativos desta bateria contemplam apenas os alunos do …","https://www.redalyc.org/pdf/3350/335027283002.pdf","https://scholar.google.com/scholar?q=related:tUz3mJ5PNJcJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
28,"A Baena-Extremera, A Granero-Gallegos","Efecto de un programa de Educación de Aventura en la orientación al aprendizaje, satisfacción y autoconcepto en secundaria",2013,"… -e Avaliação Psicológica","redalyc.org","https://www.redalyc.org/pdf/4596/459645436009.pdf","https://scholar.google.com/scholar?cites=1346483071791008969&as_sdt=2005&sciodt=2007&hl=en",508,"2022-08-23 11:14:09","PDF","","","",,,,,28,3.11,14,2,9,"El objetivo de este trabajo ha sido analizar el efecto de un programa de Educación de Aventura en la satisfacción, autoconcepto físico y orientaciones hacia el aprendizaje en un …","https://www.redalyc.org/pdf/4596/459645436009.pdf","https://scholar.google.com/scholar?q=related:yQwuRjirrxIJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
28,"P ARENAS-LANDGRAVE, ELG MARQUEO…","Indicadores diferenciales de personalidad frente al riesgo de suicidio en adolescentes",2012,"… e Avaliação Psicológica","redalyc.org","https://www.redalyc.org/pdf/4596/459645437004.pdf","https://scholar.google.com/scholar?cites=18290375377536693192&as_sdt=2005&sciodt=2007&hl=en",541,"2022-08-23 11:14:09","PDF","","","",,,,,28,2.80,9,3,10,"La reacción de los individuos ante las adversidades varía en función de los recursos personales que poseen. El propósito de este estudio fue identificar las diferencias en las …","https://www.redalyc.org/pdf/4596/459645437004.pdf","https://scholar.google.com/scholar?q=related:yDOg0n931P0J:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
27,"DS Fleith, CMA Gomes, CM Marinho-Araujo…","Expectativas de Éxito Profesional de Ingresantes en la Educación Superior: Estudio Comparativo",2020,"… Psicológica","pepsic.bvsalud.org","http://pepsic.bvsalud.org/scielo.php?pid=S1677-04712020000300002&script=sci_abstract&tlng=es","https://scholar.google.com/scholar?cites=414848069719281286&as_sdt=2005&sciodt=2007&hl=en",52,"2022-08-23 11:14:09","","","","",,,,,27,13.50,7,4,2,"Resumo FLEITH, Denise de Souza; GOMES, Cristiano M. Assis; MARINHO-ARAUJO, Claisy M. e ALMEIDA, Leandro S.. Expectativas de Éxito Profesional de Ingresantes en la …","http://pepsic.bvsalud.org/pdf/avp/v19n3/02.pdf","https://scholar.google.com/scholar?q=related:hs5fFx_WwQUJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
27,"AP David, R Primi, M de Fátima Morais…","Metáforas e pensamento divergente: criatividade, escolaridade e desempenho em Artes e Tecnologias",2014,"Avaliação Psicológica","redalyc.org","https://www.redalyc.org/pdf/3350/335031819002.pdf","https://scholar.google.com/scholar?cites=16069742746017787566&as_sdt=2005&sciodt=2007&hl=en",79,"2022-08-23 11:14:09","PDF","","","",,,,,27,3.38,7,4,8,"Esta pesquisa objetivou estudar as competências criativas no contexto educativo. Foram avaliados 193 alunos de escolas secundárias de Portugal, em relação a: mesmo ano de …","https://www.redalyc.org/pdf/3350/335031819002.pdf","https://scholar.google.com/scholar?q=related:ru5M6OIxA98J:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
27,"R Primi, CS Hutz, MCR da Silva","A prova do ENADE de psicologia 2006: concepção, construção e análise psicométrica da prova",2011,"Avaliação Psicológica","redalyc.org","https://www.redalyc.org/pdf/3350/335027287004.pdf","https://scholar.google.com/scholar?cites=8867326848653882442&as_sdt=2005&sciodt=2007&hl=en",90,"2022-08-23 11:14:09","PDF","","","",,,,,27,2.45,9,3,11,"RESUMO O Exame Nacional de Desempenho dos Estudantes (ENADE) é elaborado com o objetivo de avaliar as habilidades acadêmicas e competências profissionais desenvolvidas …","https://www.redalyc.org/pdf/3350/335027287004.pdf","https://scholar.google.com/scholar?q=related:SnRMqckSD3sJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
27,"FJM Rueda, MN Baptista, MS de Souza…","Escala de Suporte Laboral (ESUL) e escala de satisfação no trabalho: evidências de validade",2010,"… Psicológica","redalyc.org","https://www.redalyc.org/pdf/3350/335027284014.pdf","https://scholar.google.com/scholar?cites=1593956298035247671&as_sdt=2005&sciodt=2007&hl=en",101,"2022-08-23 11:14:09","PDF","","","",,,,,27,2.25,7,4,12,"RESUMO O objetivo da pesquisa foi verificar evidências de validade para a Escala de Suporte Laboral (ESUL) por meio da correlação com a Escala de Satisfação no Trabalho …","https://www.redalyc.org/pdf/3350/335027284014.pdf","https://scholar.google.com/scholar?q=related:Nzrj087eHhYJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
27,"CHSS Nunes","Lançamento da escala fatorial de extroversão (EFEx) e escala fatorial de socialização (EFS)",2007,"Avaliação Psicológica","pepsic.bvsalud.org","http://pepsic.bvsalud.org/scielo.php?script=sci_arttext&pid=S1677-04712007000100013","https://scholar.google.com/scholar?cites=5522365560182749559&as_sdt=2005&sciodt=2007&hl=en",115,"2022-08-23 11:14:09","HTML","","","",,,,,27,1.80,27,1,15,"Estão sendo lançadas pela Editora Casa do Psicólogo a Escala Fatorial de Extroversão (EFEx) e Escala Fatorial de Socialização (EFS). De autoria de Carlos Henrique Nunes e …","http://pepsic.bvsalud.org/scielo.php?script=sci_arttext&pid=S1677-04712007000100013","https://scholar.google.com/scholar?q=related:dzmL3jdio0wJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
